Perturbation	Synergies	Non-synergies
[CASP3i]-[FOXO_fi]	0	150
[CASP3i]-[CASP8i]	0	150
[CASP3i]-[CASP9i]	0	150
[CASP3i]-[AKT_fi]	0	122
[CASP3i]-[NLKi]	0	150
[CASP3i]-[CCND1i]	0	150
[CASP3i]-[MYCi]	0	90
[CASP3i]-[TCF7_fi]	0	85
[CASP3i]-[RSK_fi]	0	150
[CASP3i]-[mTORC2_ci]	0	150
[CASP3i]-[DVL_fi]	0	97
[CASP3i]-[TSC_fi]	0	150
[CASP3i]-[S6K_fi]	0	150
[CASP3i]-[FZD_fi]	0	97
[CASP3i]-[RAC_fi]	0	97
[CASP3i]-[MAP3K4i]	0	150
[CASP3i]-[MAP3K11i]	0	150
[CASP3i]-[MAP3K7i]	0	135
[CASP3i]-[GRAP2i]	0	150
[CASP3i]-[TAB_fi]	0	135
[CASP3i]-[MAPK14i]	0	143
[CASP3i]-[MAP2K7i]	0	150
[CASP3i]-[MAP2K4i]	0	97
[CASP3i]-[DUSP1i]	0	127
[CASP3i]-[MSK_fi]	0	53
[CASP3i]-[MAP2K3i]	0	150
[CASP3i]-[MAP3K5i]	0	150
[CASP3i]-[PDPK1i]	0	82
[CASP3i]-[ERK_fi]	0	53
[CASP3i]-[MMP_fi]	0	134
[CASP3i]-[RTPK_gi]	0	150
[CASP3i]-[MEK_fi]	0	53
[CASP3i]-[RAF_fi]	0	136
[CASP3i]-[MAP3K8i]	0	111
[CASP3i]-[RTPK_fi]	0	134
[CASP3i]-[PTENi]	0	150
[CASP3i]-[PTEN_gi]	0	150
[CASP3i]-[GSK3_fi]	0	150
[CASP3i]-[SHC1i]	0	111
[CASP3i]-[GRB2i]	0	111
[CASP3i]-[DUSP6i]	0	126
[CASP3i]-[SOS1i]	0	139
[CASP3i]-[PTPN11i]	0	149
[CASP3i]-[GAB_fi]	0	144
[CASP3i]-[KRASi]	0	131
[CASP3i]-[RHEBi]	0	150
[CASP3i]-[IKBKBi]	0	111
[CASP3i]-[mTORC1_ci]	0	123
[CASP3i]-[AKT1S1i]	0	150
[CASP3i]-[PIK3CAi]	0	117
[CASP3i]-[IRS1i]	0	150
[CASP3i]-[TP53i]	0	150
[CASP3i]-[EGR1i]	0	150
[CASP3i]-[LRP_fi]	0	126
[CASP3i]-[MDM2i]	0	143
[CASP3i]-[MDM2_gi]	0	150
[CASP3i]-[NFKB_fi]	0	150
[CASP3i]-[BAXi]	0	150
[CASP3i]-[BCL2i]	0	150
[CASP3i]-[BADi]	0	150
[CASP3i]-[CYCSi]	0	150
[CASP3i]-[CFLARi]	0	150
[CASP3i]-[ITCHi]	0	150
[CASP3i]-[JNK_fi]	0	150
[CASP3i]-[SFRP1i]	0	150
[CASP3i]-[SFRP1_gi]	0	150
[CASP3i]-[DKK_fi]	0	150
[CASP3i]-[DKK_gi]	0	150
[CASP3i]-[AXIN1i]	0	150
[CASP3i]-[CK1_fi]	0	150
[CASP3i]-[CHUKi]	0	114
[CASP3i]-[BTRCi]	0	150
[CASP3i]-[CTNNB1i]	0	89
[CASP3i]-[LEFi]	0	134
[CASP3i]-[Antisurvivali]	0	150
[CASP3i]-[Prosurvivali]	0	150
[FOXO_fi]-[CASP8i]	0	150
[FOXO_fi]-[CASP9i]	0	150
[FOXO_fi]-[AKT_fi]	0	120
[FOXO_fi]-[NLKi]	0	150
[FOXO_fi]-[CCND1i]	0	150
[FOXO_fi]-[MYCi]	0	90
[FOXO_fi]-[TCF7_fi]	0	85
[FOXO_fi]-[RSK_fi]	0	150
[FOXO_fi]-[mTORC2_ci]	0	150
[FOXO_fi]-[DVL_fi]	0	97
[FOXO_fi]-[TSC_fi]	0	150
[FOXO_fi]-[S6K_fi]	0	150
[FOXO_fi]-[FZD_fi]	0	97
[FOXO_fi]-[RAC_fi]	0	97
[FOXO_fi]-[MAP3K4i]	0	150
[FOXO_fi]-[MAP3K11i]	0	150
[FOXO_fi]-[MAP3K7i]	0	135
[FOXO_fi]-[GRAP2i]	0	150
[FOXO_fi]-[TAB_fi]	0	135
[FOXO_fi]-[MAPK14i]	0	143
[FOXO_fi]-[MAP2K7i]	0	150
[FOXO_fi]-[MAP2K4i]	0	97
[FOXO_fi]-[DUSP1i]	0	127
[FOXO_fi]-[MSK_fi]	0	53
[FOXO_fi]-[MAP2K3i]	0	150
[FOXO_fi]-[MAP3K5i]	0	150
[FOXO_fi]-[PDPK1i]	0	81
[FOXO_fi]-[ERK_fi]	0	53
[FOXO_fi]-[MMP_fi]	0	134
[FOXO_fi]-[RTPK_gi]	0	150
[FOXO_fi]-[MEK_fi]	0	53
[FOXO_fi]-[RAF_fi]	0	136
[FOXO_fi]-[MAP3K8i]	0	111
[FOXO_fi]-[RTPK_fi]	0	134
[FOXO_fi]-[PTENi]	0	150
[FOXO_fi]-[PTEN_gi]	0	150
[FOXO_fi]-[GSK3_fi]	0	150
[FOXO_fi]-[SHC1i]	0	111
[FOXO_fi]-[GRB2i]	0	111
[FOXO_fi]-[DUSP6i]	0	126
[FOXO_fi]-[SOS1i]	0	139
[FOXO_fi]-[PTPN11i]	0	149
[FOXO_fi]-[GAB_fi]	0	144
[FOXO_fi]-[KRASi]	0	131
[FOXO_fi]-[RHEBi]	0	150
[FOXO_fi]-[IKBKBi]	0	111
[FOXO_fi]-[mTORC1_ci]	0	123
[FOXO_fi]-[AKT1S1i]	0	150
[FOXO_fi]-[PIK3CAi]	0	117
[FOXO_fi]-[IRS1i]	0	150
[FOXO_fi]-[TP53i]	0	150
[FOXO_fi]-[EGR1i]	0	150
[FOXO_fi]-[LRP_fi]	0	126
[FOXO_fi]-[MDM2i]	0	143
[FOXO_fi]-[MDM2_gi]	0	150
[FOXO_fi]-[NFKB_fi]	0	150
[FOXO_fi]-[BAXi]	0	150
[FOXO_fi]-[BCL2i]	0	150
[FOXO_fi]-[BADi]	0	150
[FOXO_fi]-[CYCSi]	0	150
[FOXO_fi]-[CFLARi]	0	150
[FOXO_fi]-[ITCHi]	0	150
[FOXO_fi]-[JNK_fi]	0	150
[FOXO_fi]-[SFRP1i]	0	150
[FOXO_fi]-[SFRP1_gi]	0	150
[FOXO_fi]-[DKK_fi]	0	150
[FOXO_fi]-[DKK_gi]	0	150
[FOXO_fi]-[AXIN1i]	0	150
[FOXO_fi]-[CK1_fi]	0	150
[FOXO_fi]-[CHUKi]	0	114
[FOXO_fi]-[BTRCi]	0	150
[FOXO_fi]-[CTNNB1i]	0	88
[FOXO_fi]-[LEFi]	0	134
[FOXO_fi]-[Antisurvivali]	0	150
[FOXO_fi]-[Prosurvivali]	0	150
[CASP8i]-[CASP9i]	0	150
[CASP8i]-[AKT_fi]	0	122
[CASP8i]-[NLKi]	0	150
[CASP8i]-[CCND1i]	0	150
[CASP8i]-[MYCi]	0	90
[CASP8i]-[TCF7_fi]	0	85
[CASP8i]-[RSK_fi]	0	150
[CASP8i]-[mTORC2_ci]	0	150
[CASP8i]-[DVL_fi]	0	97
[CASP8i]-[TSC_fi]	0	150
[CASP8i]-[S6K_fi]	0	150
[CASP8i]-[FZD_fi]	0	97
[CASP8i]-[RAC_fi]	0	97
[CASP8i]-[MAP3K4i]	0	150
[CASP8i]-[MAP3K11i]	0	150
[CASP8i]-[MAP3K7i]	0	135
[CASP8i]-[GRAP2i]	0	150
[CASP8i]-[TAB_fi]	0	135
[CASP8i]-[MAPK14i]	0	143
[CASP8i]-[MAP2K7i]	0	150
[CASP8i]-[MAP2K4i]	0	97
[CASP8i]-[DUSP1i]	0	127
[CASP8i]-[MSK_fi]	0	53
[CASP8i]-[MAP2K3i]	0	150
[CASP8i]-[MAP3K5i]	0	150
[CASP8i]-[PDPK1i]	0	82
[CASP8i]-[ERK_fi]	0	53
[CASP8i]-[MMP_fi]	0	134
[CASP8i]-[RTPK_gi]	0	150
